RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WAR,next-page,next-page-href,next-next-page,next-next-page-href
"324","Aaron Gordon, PF","ORL","47","17.0","-2.04","-0.48","-2.52","-0.09","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/9/sort/RPM"
"291","Caron Butler, SF","DET","78","20.8","-1.69","-0.23","-1.92","0.42","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/8/sort/RPM"
"50","Michael Kidd-Gilchrist, SF","CHA","55","28.9","-0.82","3.63","2.81","5.07","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","",""
"354","Dwight Buycks, PG","LAL","6","20.5","-0.43","-2.40","-2.83","-0.04","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/9/sort/RPM"
"40","Blake Griffin, PF","LAC","67","35.2","2.97","0.38","3.35","8.46","","","",""
"82","Nick Calathes, SG","MEM","58","14.4","-1.86","3.73","1.87","2.17","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/3/sort/RPM"
"294","Tarik Black, C","HOU/LAL","63","19.0","-1.67","-0.28","-1.95","0.29","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/8/sort/RPM"
"90","Trevor Ariza, SF","HOU","82","35.7","-0.78","2.36","1.58","7.28","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/3/sort/RPM"
"381","Cole Aldrich, C","NY","61","16.0","-4.78","1.51","-3.27","-0.54","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/10/sort/RPM"
"7","Chris Paul, PG","LAC","82","34.8","6.45","0.47","6.92","16.75","","","",""
"23","Jimmy Butler, SG","CHI","65","38.7","3.87","0.43","4.30","10.31","","","",""
"141","Cory Jefferson, PF","BKN","50","10.6","-1.23","1.53","0.30","0.86","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/4/sort/RPM"
"437","Jordan Hill, C","LAL","70","26.8","-2.95","-1.42","-4.37","-2.34","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/11/sort/RPM"
"469","Martell Webster, SF","WSH","32","11.0","-3.40","-2.89","-6.29","-0.83","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/12/sort/RPM"
"5","Kawhi Leonard, SF","SA","64","31.8","2.98","4.59","7.57","12.67","","","",""
"235","Will Barton, SG","DEN/POR","58","16.9","-1.62","0.34","-1.28","0.67","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/6/sort/RPM"
"438","Randy Foye, SG","DEN","50","21.7","-1.92","-2.46","-4.38","-1.42","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/11/sort/RPM"
"195","Alex Len, C","PHX","69","22.0","-2.90","2.16","-0.74","1.59","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/5/sort/RPM"
"242","O.J. Mayo, SG","MIL","71","23.9","-0.71","-0.66","-1.37","1.05","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/7/sort/RPM"
"139","Patrick Patterson, PF","TOR","81","26.6","2.17","-1.83","0.34","3.52","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/4/sort/RPM"
"366","Brian Roberts, PG","CHA","72","18.5","-0.64","-2.36","-3.00","-0.53","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/10/sort/RPM"
"42","Tiago Splitter, PF","SA","52","19.8","0.59","2.70","3.29","3.58","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","",""
"328","Joe Ingles, SF","UTAH","79","21.2","-2.31","-0.28","-2.59","-0.24","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/9/sort/RPM"
"180","Quincy Miller, SF","DET/SAC","10","11.9","-1.00","0.43","-0.57","0.14","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/5/sort/RPM"
"233","Garrett Temple, SG","WSH","52","14.2","-2.23","0.96","-1.27","0.48","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/6/sort/RPM"
"27","George Hill, PG","IND","43","29.5","4.64","-0.87","3.77","4.76","","","",""
"8","Draymond Green, SF","GS","79","31.5","1.57","5.23","6.80","14.80","","","",""
"187","Richard Jefferson, SF","DAL","74","16.8","-0.45","-0.16","-0.61","1.38","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/5/sort/RPM"
"246","Eric Gordon, SG","NO","61","33.1","0.48","-1.88","-1.40","1.17","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/7/sort/RPM"
"202","Evan Fournier, SF","ORL","58","28.6","0.48","-1.35","-0.87","1.52","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/6/sort/RPM"
"173","Kendall Marshall, PG","MIL","28","14.9","0.49","-0.91","-0.42","0.50","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/5/sort/RPM"
"244","Joey Dorsey, PF","HOU","69","12.4","-2.42","1.03","-1.39","0.53","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/7/sort/RPM"
"338","Bryce Cotton, PG","UTAH","15","10.6","-0.46","-2.25","-2.71","-0.04","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/9/sort/RPM"
"452","Lance Stephenson, SF","CHA","61","25.8","-4.60","-0.22","-4.82","-2.40","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/12/sort/RPM"
"457","Jeff Taylor, SF","CHA","29","14.8","-3.47","-1.68","-5.15","-0.74","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/12/sort/RPM"
"151","Luigi Datome, SF","BOS/DET","21","10.0","-0.18","0.18","0.00","0.30","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/4/sort/RPM"
"278","Julius Randle, PF","LAL","1","14.0","-1.52","-0.19","-1.71","0.00","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/7/sort/RPM"
"60","Bradley Beal, SG","WSH","63","33.4","1.93","0.55","2.48","6.13","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","",""
"266","Andre Miller, PG","SAC/WSH","81","15.5","0.51","-2.13","-1.62","0.55","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/7/sort/RPM"
"197","Hedo Turkoglu, SF","LAC","62","11.4","-0.04","-0.76","-0.80","0.68","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/5/sort/RPM"
"459","Andrea Bargnani, C","NY","29","27.1","-1.72","-3.57","-5.29","-1.40","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/12/sort/RPM"
"427","Andrew Nicholson, PF","ORL","40","12.3","-3.12","-1.02","-4.14","-0.54","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/11/sort/RPM"
"288","Greg Stiemsma, C","TOR","17","3.9","-1.24","-0.65","-1.89","0.02","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/8/sort/RPM"
"263","Festus Ezeli, C","GS","46","11.0","-2.14","0.57","-1.57","0.25","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/7/sort/RPM"
"28","Damian Lillard, PG","POR","82","35.7","4.14","-0.37","3.77","11.15","","","",""
"409","Carl Landry, PF","SAC","70","17.0","-2.99","-0.80","-3.79","-1.07","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/11/sort/RPM"
"114","Giannis Antetokounmpo, SF","MIL","81","31.4","-0.63","1.50","0.87","5.04","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/3/sort/RPM"
"185","Brook Lopez, C","BKN","72","29.2","-0.76","0.16","-0.60","2.22","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/5/sort/RPM"
"393","James Jones, SG","CLE","57","11.7","-0.24","-3.29","-3.53","-0.49","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/10/sort/RPM"
"66","Iman Shumpert, SG","CLE/NY","62","24.9","0.33","1.92","2.25","4.25","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","",""
"183","Tony Snell, SF","CHI","72","19.6","-0.29","-0.30","-0.59","1.53","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/5/sort/RPM"
"213","Robert Sacre, C","LAL","67","16.9","-2.61","1.59","-1.02","0.93","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/6/sort/RPM"
"429","Raymond Felton, PG","DAL","29","9.7","-2.85","-1.34","-4.19","-0.33","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/11/sort/RPM"
"71","Robert Covington, SF","PHI","70","27.9","2.08","0.02","2.10","5.48","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","",""
"194","Gorgui Dieng, C","MIN","73","30.0","-1.42","0.68","-0.74","2.20","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/5/sort/RPM"
"282","Omri Casspi, SF","SAC","67","21.1","-0.02","-1.74","-1.76","0.54","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/8/sort/RPM"
"102","Otto Porter Jr., SF","WSH","74","19.4","1.82","-0.59","1.23","3.03","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/3/sort/RPM"
"451","Jason Smith, PF","NY","82","21.8","-1.41","-3.37","-4.78","-2.63","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/12/sort/RPM"
"117","Mike Muscala, PF","ATL","40","12.6","-0.10","0.92","0.82","0.98","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/3/sort/RPM"
"472","Anthony Bennett, PF","MIN","57","15.7","-3.78","-3.21","-6.99","-2.63","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/12/sort/RPM"
"402","Dennis Schroder, PG","ATL","77","19.7","-0.78","-2.93","-3.71","-1.23","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/11/sort/RPM"
"361","Brendan Haywood, C","CLE","22","5.4","-2.65","-0.26","-2.91","-0.04","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/10/sort/RPM"
"73","Lavoy Allen, PF","IND","63","17.0","0.42","1.62","2.04","2.88","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","",""
"454","Landry Fields, SG","TOR","26","8.3","-3.03","-1.84","-4.87","-0.34","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/12/sort/RPM"
"465","Perry Jones, SF","OKC","43","14.7","-3.79","-2.07","-5.86","-1.41","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/12/sort/RPM"
"98","Nick Collison, PF","OKC","66","16.7","-0.83","2.13","1.30","2.54","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/3/sort/RPM"
"37","Derrick Favors, PF","UTAH","74","30.8","1.22","2.18","3.40","7.84","","","",""
"275","Ryan Anderson, PF","NO","61","27.5","2.05","-3.75","-1.70","0.66","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/7/sort/RPM"
"16","Zaza Pachulia, C","MIL","73","23.7","1.38","3.42","4.80","7.66","","","",""
"225","Ed Davis, PF","LAL","79","23.3","-0.26","-0.89","-1.15","1.35","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/6/sort/RPM"
"177","Josh Smith, SF","DET/HOU","83","27.7","-1.84","1.39","-0.45","2.80","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/5/sort/RPM"
"130","Robin Lopez, C","POR","59","27.8","-1.21","1.74","0.53","2.94","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/4/sort/RPM"
"99","Alan Anderson, SG","BKN","74","23.6","-0.91","2.21","1.30","3.94","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/3/sort/RPM"
"13","Tim Duncan, C","SA","77","28.9","0.53","4.67","5.20","10.33","","","",""
"353","Jimmer Fredette, PG","NO","50","10.2","-0.88","-1.95","-2.83","-0.15","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/9/sort/RPM"
"360","Jerel McNeal, SG","PHX","6","6.0","-1.68","-1.21","-2.89","-0.01","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/9/sort/RPM"
"38","Kyrie Irving, PG","CLE","75","36.4","4.29","-0.89","3.40","9.74","","","",""
"122","Hassan Whiteside, C","MIA","48","23.8","-0.96","1.64","0.68","2.10","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/4/sort/RPM"
"147","Mitch McGary, PF","OKC","32","15.2","-0.25","0.35","0.10","0.78","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/4/sort/RPM"
"473","Gary Harris, SG","DEN","55","13.1","-4.66","-2.39","-7.05","-2.20","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/12/sort/RPM"
"31","Marc Gasol, C","MEM","81","33.2","1.70","1.91","3.61","9.68","","","",""
"227","Amar'e Stoudemire, PF","DAL/NY","59","21.1","-0.05","-1.12","-1.17","0.88","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/6/sort/RPM"
"49","Carmelo Anthony, SF","NY","40","35.7","4.90","-2.08","2.82","4.37","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","",""
"290","Devyn Marble, SF","ORL","16","13.0","-1.62","-0.29","-1.91","0.06","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/8/sort/RPM"
"110","Jeremy Evans, SF","UTAH","38","7.0","0.17","0.72","0.89","0.51","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/3/sort/RPM"
"2","LeBron James, SF","CLE","69","36.1","6.02","2.76","8.78","17.03","","","",""
"455","Cleanthony Early, SF","NY","39","16.6","-4.56","-0.35","-4.91","-1.02","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/12/sort/RPM"
"106","Patty Mills, PG","SA","51","15.7","0.53","0.43","0.96","1.67","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/3/sort/RPM"
"29","Wesley Matthews, SG","POR","60","33.7","1.38","2.27","3.65","7.55","","","",""
"398","Jarrett Jack, PG","BKN","80","28.0","-2.06","-1.59","-3.65","-1.76","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/10/sort/RPM"
"279","Miles Plumlee, C","MIL/PHX","73","16.4","-2.01","0.28","-1.73","0.46","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/7/sort/RPM"
"69","Al Horford, PF","ATL","76","30.5","0.32","1.82","2.14","6.34","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","",""
"400","Alonzo Gee, SF","DEN/POR","54","12.3","-1.38","-2.30","-3.68","-0.57","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/10/sort/RPM"
"174","Miroslav Raduljica, C","MIN","5","4.6","-0.80","0.38","-0.42","0.03","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/5/sort/RPM"
"24","Kevin Durant, SF","OKC","27","33.8","3.53","0.67","4.20","3.87","","","",""
"284","Jason Thompson, PF","SAC","81","24.6","-2.08","0.27","-1.81","0.67","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/8/sort/RPM"
"215","Marcus Morris, PF","PHX","81","25.2","0.87","-1.91","-1.04","1.70","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/6/sort/RPM"
"371","Charlie Villanueva, PF","DAL","64","10.6","-0.65","-2.40","-3.05","-0.31","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/10/sort/RPM"
"380","JaVale McGee, C","DEN/PHI","23","11.1","-1.47","-1.80","-3.27","-0.15","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/10/sort/RPM"
"245","Channing Frye, PF","ORL","75","24.9","-1.28","-0.12","-1.40","1.11","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/7/sort/RPM"
"132","Marvin Williams, PF","CHA","78","26.1","-0.60","1.03","0.43","3.48","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/4/sort/RPM"
"51","Anthony Morrow, SG","OKC","74","24.4","2.33","0.43","2.76","5.89","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","",""
"346","Anderson Varejao, PF","CLE","26","24.5","-2.23","-0.57","-2.80","-0.18","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/9/sort/RPM"
"383","Jerome Jordan, C","BKN","44","8.7","-2.65","-0.65","-3.30","-0.22","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/10/sort/RPM"
"10","Khris Middleton, SF","MIL","79","30.1","1.97","4.09","6.06","12.42","","","",""
"35","Eric Bledsoe, PG","PHX","81","34.6","1.61","1.85","3.46","10.38","","","",""
"253","Nerlens Noel, PF","PHI","75","30.8","-4.85","3.35","-1.50","1.24","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/7/sort/RPM"
"109","Derrick Rose, PG","CHI","51","30.0","1.15","-0.26","0.89","3.10","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/3/sort/RPM"
"320","JaMychal Green, PF","SA/MEM","24","6.8","-1.69","-0.78","-2.47","-0.01","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/8/sort/RPM"
"234","Lucas Nogueira, C","TOR","6","3.8","-0.92","-0.35","-1.27","0.02","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/6/sort/RPM"
"257","Jeff Withey, C","NO","37","7.0","-0.83","-0.70","-1.53","0.13","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/7/sort/RPM"
"204","Alex Kirk, C","CLE","5","2.8","-0.98","0.09","-0.89","0.01","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/6/sort/RPM"
"121","Chris Bosh, PF","MIA","44","35.4","0.72","-0.04","0.68","2.82","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/4/sort/RPM"
"330","Justin Hamilton, C","MIA/MIN","41","17.4","-2.19","-0.44","-2.63","-0.12","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/9/sort/RPM"
"387","Kent Bazemore, SG","ATL","75","17.7","-3.39","0.03","-3.36","-0.81","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/10/sort/RPM"
"301","Kobe Bryant, SF","LAL","35","34.5","0.91","-3.06","-2.15","0.15","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/8/sort/RPM"
"203","Tyrus Thomas, PF","MEM","2","3.5","-0.42","-0.46","-0.88","0.01","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/6/sort/RPM"
"20","DeAndre Jordan, C","LAC","82","34.4","2.03","2.43","4.46","12.08","","","",""
"309","Michael Carter-Williams, PG","MIL/PHI","66","32.6","-3.05","0.78","-2.27","0.11","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/8/sort/RPM"
"84","Amir Johnson, PF","TOR","75","26.4","0.51","1.32","1.83","5.09","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/3/sort/RPM"
"270","Quincy Pondexter, SF","NO/MEM","75","23.9","-1.10","-0.54","-1.64","0.77","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/7/sort/RPM"
